catalogNo,Island,genetic_ID,Sex,Prep,total_length,tail_length,hindfoot,ear_from_notch,immature,pregnant,MamCollector,MamPreparator,LocPreciseLocation,,MamDateCollDate,Month,Day,Year
8510,SCL,NA,M,SS,177,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8511,SCL,NA,M,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8512,SCL,NA,M,SS,178,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8513,SCL,NA,F,SS,171,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8514,SCL,NA,F,SS,170,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8515,SCL,NA,M,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8516,SCL,NA,M,SS,178,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8517,SCL,NA,M,SS,176,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8518,SCL,NA,M,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8519,SCL,NA,F,SS,172,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8520,SCL,NA,F,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8521,SCL,NA,F,SS,174,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8522,SCL,NA,F,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
8523,SCL,NA,M,SS,174,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8524,SCL,NA,M,SS,177,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8525,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8526,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8527,SCL,NA,M,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8528,SCL,NA,F,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8529,SCL,NA,F,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8530,SCL,NA,F,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
8531,SCL,NA,F,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8532,SCL,NA,F,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8533,SCL,NA,F,SS,170,74,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8534,SCL,NA,F,SS,172,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8535,SCL,NA,M,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8536,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8537,SCL,NA,M,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
8538,SRI,NA,M,SS,168,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
8539,SRI,manic,M,SS,165,67,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
8540,SRI,manic,F,SS,170,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
8541,SRI,NA,F,SS,168,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
8542,SRI,NA,F,SS,171,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
8543,SRI,NA,M,SS,169,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8544,SRI,NA,M,SS,164,67,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8545,SRI,NA,M,SS,166,69,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8546,SRI,NA,M,SS,164,66,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8547,SRI,NA,M,SS,165,68,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8548,SRI,NA,M,SS,163,66,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8549,SRI,NA,M,SS,166,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8550,SRI,NA,F,SS,167,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
8551,SRI,NA,F,SS,169,72,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8552,SRI,NA,M,SS,163,66,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8553,SRI,NA,M,SS,163,68,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8554,SRI,NA,M,SS,160,68,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8555,SRI,NA,M,SS,162,69,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8556,SRI,NA,F,SS,165,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8557,SRI,NA,F,SS,166,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/31/1941,3,31,1941
8558,SRI,NA,M,SS,172,74,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8559,SRI,NA,M,SS,170,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8560,SRI,NA,M,SS,164,69,20,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8561,SRI,NA,M,SS,168,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8562,SRI,NA,M,SS,146,63,19,15,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8563,SRI,NA,F,SS,128,53,18,14,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
8564,SRI,NA,M,SS,170,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/2/1941,4,2,1941
8565,SRI,NA,M,SS,168,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Skunk Point,,4/3/1941,4,3,1941
8566,SRI,NA,M,SS,157,66,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Cherry Canyon,,4/6/1941,4,6,1941
8567,SRI,NA,F,SS,167,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Black Mountain,,4/6/1941,4,6,1941
8568,SRI,NA,F,SO,169,72,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Black Mountain,,4/6/1941,4,6,1941
20063,SCZ,NA,M,SS,179,86,22,18,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20064,SCZ,NA,M,SS,156,80,21,18,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20065,SCZ,NA,M,SS,168,76,22,18,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20066,SCZ,NA,F,SS,174,79,21,18,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20067,SCZ,NA,F,SS,178,76,21,18,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20068,SCZ,NA,M,SS,178,89,21,19,,,"Ashcraft, G P","Ashcraft, G P",Santa Cruz Id; Prisoner's Harbor,,8/2/1938,8,2,1938
20440,CAT,manic,F,SS,160,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",Santa Catalina Id; White's Landing,,10/26/1941,10,26,1941
20441,CAT,manic,M,SS,151,72,21,16,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Catalina Id; White's Landing,,10/26/1941,10,26,1941
21286,AI-M,NA,F,SS,160,73,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
21287,AI-M,NA,F,SS,159,71,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
21288,AI-M,NA,F,SS,165,78,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
21289,AI-E,NA,M,SS,178,84,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21290,AI-W,manic,F,SS,170,80,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; W Anacapa Id; Fish Camp,,8/19/1940,8,19,1940
21291,AI-W,manic,M,SS,158,72,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; W Anacapa Id; Fish Camp,,8/19/1940,8,19,1940
21292,AI-E,NA,M,SS,180,83,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21293,AI-E,NA,M,SS,181,84,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21294,AI-E,NA,M,SS,175,80,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21295,AI-E,NA,M,SS,178,82,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21296,AI-E,NA,M,SS,180,83,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
21297,AI-E,NA,M,SS,174,80,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
22145,SCL,NA,M,SS,160,75,20,15,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
22146,SCL,NA,F,SS,174,76,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
22147,SCL,NA,M,SS,169,72,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/15/1939,11,15,1939
22148,SCL,NA,M,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/15/1939,11,15,1939
22149,SCL,NA,M,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/15/1939,11,15,1939
22150,SCL,NA,F,SS,170,72,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/15/1939,11,15,1939
22151,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/26/1939,11,26,1939
22152,SCL,NA,F,SS,171,74,20,16,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/26/1939,11,26,1939
22153,SCL,NA,F,SS,172,76,20,16,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/26/1939,11,26,1939
22154,SCL,NA,F,SS,174,77,20,16,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/26/1939,11,26,1939
22155,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/27/1939,11,27,1939
22156,SCL,NA,M,SS,171,73,21,17,,,"von Bloeker, J C","von Bloeker, J C","San Clemente Id; Big Dog Mesa, W Pyramid Cove",,11/27/1939,11,27,1939
23215,SBI,NA,M,SS,160,70,21,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23216,SBI,NA,M,SS,173,76,22,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23217,SBI,NA,M,SS,160,68,20,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23218,SBI,NA,M,SS,159,65,21,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23219,SBI,NA,M,SS,173,70,21,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23220,SBI,NA,M,SS,169,72,21,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23221,SBI,NA,M,SS,171,72,21,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23222,SBI,NA,F,SS,153,66,21,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23223,SBI,NA,F,SS,157,67,21,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23224,SBI,NA,F,SS,154,62,20,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23225,SBI,NA,F,SS,155,63,20,15.5,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23226,SBI,NA,F,SS,160,68,21,17,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23227,SBI,NA,F,SS,160,68,21,16.5,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23228,SBI,NA,F,SS,184,75,21,16,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23229,SBI,NA,F,SS,158,66,21,,,,"Durham, F E","Durham, F E",Santa Barbara Id,,3/19/1955,3,19,1955
23235,SCZ,NA,F,SS,178,82,20.5,15,,TRUE,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23236,SCZ,NA,F,SS,179,80,20,16,,TRUE,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23237,SCZ,NA,F,SS,175,81,21,17,,TRUE,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23238,SCZ,NA,F,SS,172,79,21,16,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23239,SCZ,NA,F,SS,172,81,21,17,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23240,SCZ,NA,M,SS,189,89,20,16.5,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23241,SCZ,NA,M,SS,186,90,21,16,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23242,SCZ,NA,M,SS,175,84,21,16,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23243,SCZ,NA,M,SS,182,86,22,16.5,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23244,SCZ,NA,M,SS,183,82,21,16.5,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
23245,SCZ,NA,M,SS,183,87,20.5,16,,,"Durham, F E","Durham, F E",Santa Cruz Id,,4/2/1955,4,2,1955
